ID,Player,Team,ESPN POS,ESPN MVPOS,YAHOO POS,YAHOO MVPOS,Rank,PA,AB,R,HR,RBI,SB,AVG,OBP,H,H+BB+HBP,IP,W,L,ERA,WHIP,K,SV,ER,H+BB,Blurb
1534,Michael Cuddyer,COL,"1B,OF","1B,OF",OF,OF,154,555,502.1815178,71,22,84,9,0.271,0.337,136,187,,,,,,,,,,"Okay, the first four of this tier could have solid bounce back seasons.  I like the idea of taking a flyer on a forgotten guy on the Rockies that should be a middle of lineup hitter.  Don't worry if you draft him and then yawn.  No one gets excited by the Cuddyer draft pick.  Balloons will not drop from your ceiling. "
242,Paul Konerko,CHA,1B,1B,1B,1B,155,564,493.8633881,72,25,84,,0.277,0.359,137,202,,,,,,,,,,"He will be 37 years old at the start of the season.  He must suffer from Mike Lowell-itis, because Konerko looks old enough to be my dad.  Hang out with Konerko for longer than twenty minutes and I bet he starts talking about Law &amp; Order reruns.  Just like my dad!  ""Hey, Grey, you ever seen the episode where they pulled the case right from the headlines?""  ""That's every episode, Konerko.""  ""Eh, guess you're right, where's your Mom at with dinner?"""
4892,Mike Moustakas,KC,3B,3B,3B,3B,156,537,497.0374707,75,25,92,3,0.259,0.305,129,164,,,,,,,,,,"People seem oddly down on Moustakas this year, in the non-sexual way.  Last year, his line was 69/20/73/.242/5.  Throw the average out.  He's more a .260 hitter.  He hits a ton of fly balls, which isn't great for his average, but he could hit 30 homers with better contact and an uptick in his HR/FB rate.  At 24 years old, I could see Moustakas easily taking another step forward."
7002,Will Middlebrooks,BOS,3B,3B,3B,3B,157,538,502.5292931,68,22,82,8,0.278,0.302,140,163,,,,,,,,,,"I already went over my <a href=""http://razzball.com/will-middlebrooks-2013-fantasy-sleeper/"">Will Middlebooks 2013 fantasy</a>.  I wrote it slathered in Marshmallow Fluff.  "
11493,Manny Machado,BAL,3B,3B,3B,3B,158,600,548.6293422,72,19,81,12,0.274,0.298,150,179,,,,,,,,,,"I gots some love for this tier, huh?  Here's my <a href=""http://razzball.com/manny-machado-2013-fantasy-sleeper/"">Manny Machado 2013 fantasy</a>."
4082,Erick Aybar,LAA,SS,SS,SS,SS,159,556,510.1484443,92,9,62,24,0.292,0.318,149,177,,,,,,,,,,"All systems are a go for Aybar to have his career year.  In the Angels lineup, he's sitting in the two hole, which is coincidentally in front of Pujols.  That's right behind Trout.  Also in front of Hamilton.  That's sitting between beauty and fantasy beasts.  That's as of right now.  That's a big ""as of right now.""  That ""as of right now"" needs to buy two tickets to fly on a domestic airline.  The Sciosciapath could move Aybar to the eight hole on April 20th, win a game and decide to leave Aybar in the eight hole for the rest of the year."
826,Derek Jeter,NYA,SS,SS,SS,SS,160,550,498.0012392,81,11,55,10,0.288,0.341,143,187,,,,,,,,,,"He was in a walking boot as of a few weeks ago.  No report on whether that was because he was locked in a cabin with A-Rod, who was unhappy with Jeter's memoirs, and screaming ""Dirty birdy!""  Everyone seems to think Jeter will be ready for Opening Day.  I think it's a strike against him already that we're in January talking about whether or not Jeter will be ready for Opening Day.  Then, Girardi said there's some concern over whether or not Jeter will be ready.  He said it with a long face, but that's more because he didn't want anyone making fun of his braces.  I expect we'll get 130 games from Jeter."
4229,Howie Kendrick,LAA,2B,2B,2B,2B,161,627,579.757802,70,10,78,14,0.290,0.318,168,199,,,,,,,,,,"After being touted coming up through the minors, I thought he finally hit his career stride in 2011, which led me to believe 2012 would be amazing.  This crow I'm eating needs another 20 minutes in the oven, it doesn't taste right.  I really have no idea what happened to Kendrick's fly balls (they fit so snug!) last year, but he had a new career low, with his ground balls sky rocketing (not literally).  So, when he only had a 8.9% HR/FB rate with a 20.8% FB rate, his year turned into dreck.  I still think he can surprise if he elevates more balls, but I'm not counting on more than 12 homers."
6310,Alcides Escobar,KC,SS,SS,SS,SS,162,660,608.5573924,81,4,55,33,0.278,0.311,169,205,,,,,,,,,,"This is a new tier.  This tier goes from here until Andrelton.  I call this tier, ""Piqued or peaked?""  Which also sounds like a Japanese game show.  Five Japanese businessmen sit in a circle and contestants have to guess which one of the businessmen has terrible indigestion and which one is just curious how he ended up on a game show.  This tier has guys that have my interest, but we might have seen the best already from some of them.  Last year, Alcides gave 5 homers, 35 steals and a .293 average.  Everything there looks to be the peak, except the steals.  In 2011, Alcides had a .285 BABIP and hit .254.  A high BABIP shouldn't be ruled out with Alcides's speed, but his .344 BABIP from last year looks to be on the high side."
2495,Pedro Alvarez,PIT,3B,3B,3B,3B,163,532,474.3303468,60,27,81,1,0.245,0.317,116,169,,,,,,,,,,"This is a new tier.  This tier goes from here until Prado.  I call this tier, ""I'm missing you (Tiers of a Clown).""  I might do a post about this, but let's talk quickly about cusp hitters.  I look at players that start tiers between favored tiers and unfavorable tiers as cusp hitters.  They were almost in a more favorable tier, but ended up starting off the less favorable tier.  Some cusp hitters over the last few rankings posts are Asdrubal, Infante, Utley, Jed Lowrie and Ryan Howard.  Cusp hitters are not as unfavorable as other guys in the tier.  Cusp sayin'.  Alvarez is as terrible as Mark Reynolds and Adam Dunn for Ks and, ergo, henceforth, vis-a-vis batting average.  I hear what you're saying, ""Grey, you're handsome as always today, but what I don't understand is you've liked Reynolds and Dunn in the past, even with their average, but you're down on Alvarez?  That seems like a double standard.  Is Alvarez not donkey-ish enough for you?""  I liked, neigh, loved Mini Donkey when I thought he could steal 15 bases.  Big Donkey had my admiration, bray, support, when I trusted him to hit .240 and 40 homers.  Alvarez has no speed, and doesn't look like a 40 homer hitter."
9549,David Freese,STL,3B,3B,3B,3B,164,554,496.3939426,74,18,90,3,0.297,0.35,147,194,,,,,,,,,,"He probably doesn't deserve to be in this tier.  There's no reason to worry about Freese.  Or just no Freason, if portmanteaus tease your buddy like your right leg.  Except his past injury history.  Last year, he was more or less fine, playing in 144 games, which is excellent for a Cardinals team that is carrying on La Russa's tradition of making sure even the 12th man off the bench gets 50 ABs.  If Freese gets another 500 ABs, he'll have basically the exact same season as he just had minus a couple homers due to an inflated HR/FB rate in 2012."
4567,Josh Johnson,TOR,SP,SP,SP,SP,165,,,,,,,,,,,173,14,8,3.86,1.26,160,,74.09773045,217.6860786,"Here's what I said when Johnson was traded to the Blue Jays, ""Little known fact, when I was under the age of eight, I used to call my johnson a Blue Jay of happiness. Did I say eight? I meant twenty-eight. *giggles like an embarrassed Lisa Simpson*_In the past, the knock against Johnson has been his inability to stay healthy. This year, he made 30 starts for only the second time in his career. Unfortunately, he didn't look like the dominant pitcher he was in 2009 or 2010. A huge drop in the strikeout rate and a bump up on his walk rate.  There's a possibility here for more, but I tend to think his name value will make him more valuable than he's worth, and with the league switch I'd let someone else take the gamble he unearths his past glory.  I hear One-Eyed Willy buried it off the coast of a nondescript California town that looks the other way when child actors become drug addicts. Basically, every California town.""  And that's me quoting me!_"
1904,Adam LaRoche,FA,1B,1B,1B,1B,166,551,489.3752653,73,25,95,1,0.260,0.34,127,187,,,,,,,,,,"Another 1st base youngin'!  I will now call first base:  CBS, the Tiffany Network.  Here's you deciding about which guy to draft in this tier, ""Do I go with 60 Minutes or a CSI: Some City repeat?"""
3284,Anibal Sanchez,DET,SP,SP,SP,SP,167,,,,,,,,,,,176,13,9,3.92,1.28,180,,76.86396697,225.8859437,"This offseason, I wrote about Anibal, ""Tigers re-signed him (her?).  First clue that I'm human, when I heard I was sitting on the same stool that was once used by a 90-year-old woman to sit on while showering, I shuddered.  Second clue that I'm human, I loved Anibal going into last year.  Through two months, he had a 2.57 ERA and looked primed for a break out.  Things fell apart in June when he posted a 7.06 ERA and a 3.99 BB/9, easily his wildest month.  During the month of June, Anibal averaged a 91+ MPH, which is around what he throws, but his location was all over the map.  Not sure if he was struggling with mechanics ‹ you said it would only be $170 to fix the taillight! ‹ but he righted the ship as the season went on, and ending up having a 2.43 ERA in September.  A bigger concern is he threw his fastball a lot less in 2012 and lost any strikeout gains he made in 2011.  He looks like a number two to (stutterer!) three fantasy starter and, unlike going into last year, I don't see the number one fantasy upside.""  And That's Me Quoting Me, Part 2:  The Return of Something I Already Said!"
1757,Dan Haren,WAS,SP,SP,SP,SP,168,,,,,,,,,,,165,7,6,3.95,1.27,120,,72.243762,209.0496708,"I already went over my <a href=""http://razzball.com/national-rent-a-arm/"">Dan Haren 2013 fantasy</a>.  It's a humdinger.  More dinger than hum, unfortunately."
3283,Hiroki Kuroda,NYA,SP,SP,SP,SP,169,,,,,,,,,,,186,15,12,3.68,1.19,165,,76.11899345,221.5310924,"This is a new tier.  This tier goes from here until Vogelsong.  I call this tier, ""I like them, but if drafting one causes an erection for longer than four hours, see a doctor.""  It's hard to argue with the numbers Kuroda put up in New York last year.  I mean, you could argue with them, but then you'd be arguing with a bunch of integers.  Why not just wear a potato sack for a dress, you crazy person!  Am I surprised by said numbers?  Yes.  Am I willing to believe a guy with a career 3.42 ERA in 918 2/3 IP?  Still yes."
9425,Doug Fister,DET,SP,SP,SP,SP,170,,,,,,,,,,,174,13,8,3.49,1.17,145,,67.380732,203.300604,"You think when he's having a rough outing Leyland goes the mound and says to him, ""Happy?  Dugout -- Fister!"" and Doug's like, ""Who are you getting fresh with?""  Nah, probably not.  Last year, Fister had a 7.63 K/9.  Think that's about the upper reaches of his ability, i.e., Fister isn't known for his punchouts -- pun point!  Though, he does keep the ball down, has decent Ks and doesn't walk many.  He's better than he seems but it's hard to build excitement for Fister.  That's what she said!  Huh?"
510,Josh Beckett,LAD,SP,SP,SP,SP,171,,,,,,,,,,,170,15,7,3.44,1.25,165,,65.076372,212.8224375,"This guy takes my fantasy dislike over to real world dislike.  He just seems like a douche.  I know, truly relevant fantasy analysis.  Well, it is kinda relevant, since I might have some real world prejudice against Beckett but I still like him this year a bit.  Beckett was a hair away from dropping to the last tier of this 20 (vets I don't like much).  His velocity dropped from 2011 to last year by two miles per hour.  His Ks fell off the table.  The only thing that has me not dropping him is he'll be in a great park and division to succeed, and he did last year after his trade to the Dodgers (2.93 ERA, 1.33 WHIP in 43 IP).  There's a good chance he's nothing more than a Capuano-type with a more recognizable name."
3057,Mike Napoli,BOS,"C,1B","C,1B",C,C,172,452,392.6004011,71,26,84,2,0.242,0.344,95,156,,,,,,,,,,"I stepped away from the Napoli hype machine last year when he was being drafted in the top 70.  There was no way he was hitting for a good average again.  I will now put that sentiment to bed.  That Sentiment, ""Wait, could you read me one more story about how you still like Longoria even though he sucked for the last two years?""  Now there's major question marks about Napoli's hip and people are saying it could go at any moment or in five years.  For the right price, I'll take the 25 homer potential with the risk that his hip will be fine this year."
2520,Lance Lynn,STL,SP,SP,SP,SP,246,,,,,,,,,,,164,12,7,3.94,1.34,182,,71.92266207,220.1490621,"Carpenter is already injured so the Gods of Strike-Through have spoken and Lynn will almost assuredly be in the rotation.  I still worry about how poor he was after he came out of the gate strong, but he should now get a near-full season and he’s got the giddy up for some Ks."
8779,Wade Miley,ARI,SP,SP,SP,SP,173,,,,,,,,,,,185,11,9,3.88,1.28,142,,79.65998566,236.5162461,"Upfront I will say (well, upfront after I've written about 50,000 words on rankings), I like Miley but if people are drafting for last year's stats as they are prone to do, Miley will probably be off the table by this point.  I'm surprised I like Miley at all because he's not a strikeout guy.  He could easily regress to an under 6 K/9 rate.  That's terrible.  I've never liked anyone with that bad of a strikeout rate.  Patooey!  That's me spitting in the direction of his feet.  What has me intrigued -- intrigued, I tell ya! -- is how dramatically he cut his walks.  For K/BB (one of the best stats to see how good a pitcher is, but not infallible -- not infallible, I tell ya!), he was tenth best in the majors.  Above him, Bumgarner, below him Shields.  He had by far the worst K-rate in that top ten, but only Blanton from that top ten hasn't been ranked yet.  It should be obvious, but when you're striking out people way more than you're walking them, good things will happen.  But when doing it with so few strikeouts bad things can happen pretty quickly.  So I like Miley -- weird! -- but if someone drafts him earlier, don't sweat it."
8041,Glen Perkins,MIN,RP,RP,RP,RP,174,,,,,,,,,,,65,2,5,2.91,1.09,74,29,20.98193143,70.73290286,0
7355,Casey Janssen,TOR,RP,RP,RP,RP,175,,,,,,,,,,,66,3,2,2.78,1.07,67,37,20.40340645,70.6779871,0
9059,John Axford,MIL,RP,RP,RP,RP,176,,,,,,,,,,,60,3,3,3.1,1.18,90,34,20.56416,70.448832,0
7870,Jonathan Lucroy,MIL,C,C,C,C,177,450,407.7207838,61,16,76,,0.272,0.32,111,144,,,,,,,,,,"This is a new tier.  This tier goes from here until McCann.  I call this tier, ""Five Shades of Grey."" What I mean by the tier name is the five players in this tier go from ""I kinda like them"" to ""I kinda hate them"" with shades of like and hate differentiating them with the middle guy leaving me indifferent.  Lucroy was a beast vs. the Cubs (4 homers, 20 RBIs, .350 average in 40 ABs).  Against everyone else he was pretty mediocre.  I kinda like (see?) Lucroy because he was the 11th best catcher season last year and he missed close two months.  At 26 years old, there's a chance for some upside here."
3364,Miguel Montero,ARI,C,C,C,C,178,458,401.654066,59,16,76,,0.270,0.353,108,161,,,,,,,,,,"I kinda like (see again?!) Montero a little less than Lucroy (man, these rankings are making sense now!).  Montero looks completely capable of repeating his 2012 season (15 homers, .286), but under the surface there's some issues.  His strikeout rate ballooned to 22.7% and he had a .362 BABIP.  He could have easily hit .260 or worse last year.  That would hurt his counting stats, which is propping up his perceived value. "
7007,Yadier Molina,STL,C,C,C,C,179,568,510.7857102,58,13,68,6,0.295,0.347,151,197,,,,,,,,,,"Here's indifference.  <em>Molina was the second best catcher last year, but I have him 12th?! What gives, Grey-mo-sabi?</em>  Well, Random Italicized Voice, that's a good question.  <em>Yeah, no kidding.  That's why I asked.  Now stop with the preambles and give me some info.</em>  Okay, so Molina had a sub-10 HR/FB% coming into last year.  Then in 2012 it was 13.8%.  It's been steadily climbing, but so is his age.  A career year at thirty years old is improbable.  A year when he hit more homers than his previous two seasons combined is silly.  I'm not into silly.  His steals last year were the two previous years combined, too.  That's ludicrous.  I'm not into ludicrous, though Word of Mouf was a decent album.  Maybe Molina found the fountain of youth, maybe he's Benjamin Button.  Whatever the case, I'm not buying in."
746,A.J. Pierzynski,TEX,C,C,C,C,180,446,413.0503441,51,15,60,,0.265,0.313,109,140,,,,,,,,,,"You know how the day after every fantasy draft you go to a t-shirt printing shop to have your team's jerseys made with every player's last name?  I'd hold off on adding Pierzynski's, and not simply because the place charges per letter.  I don't buy that Texas is gonna stave off him reverting to what he was every year, except last."
4810,Brian McCann,ATL,C,C,C,C,181,441,390.16976,40,12,57,,0.242,0.338,94,149,,,,,,,,,,"I've been a McCann apologist for a few years now.  Or if McCann reads Razzball, then I'm an enabler.  I'm officially done with him.  Not because I don't think he's a capable hitter (there I go apologizing for him again), but he had shoulder surgery that will cause him to miss the first couple of weeks of the season.  A couple of weeks isn't a huge deal.  When I was a teenager, I once had an erection for a few weeks straight and that wasn't a big deal.  Sideways emoticon.  I'm not drinking any f**king Merlot!  Shoulder problems can linger for a hitter.  I wouldn't go near McCann this year."
7539,Neil Walker,PIT,2B,2B,2B,2B,182,557,501.4614546,75,14,82,9,0.272,0.331,136,184,,,,,,,,,,"I don't like Neil Walker at all.  Frankly, I don't like any hitters where you are completely reliant on counting stats and don't call me Frank Lee."
2234,Kelly Johnson,FA,2B,2B,2B,2B,183,271,238.6421639,,,,,,0.311,0,84,,,,,,,,,,"He's still a free agent as of right now, so he could fall off this list completely if he signs as a back-up or in Japan.  At six-one, he could be huge in Japan.  ""We've got trouble, someone get Mothra!""  I've given Johnson projections for a full season of ABs, so it's doubtful he moves up this list."
7619,Mark Reynolds,CLE,1B,"1B,3B",1B,3B,184,446,382.7404712,79,29,88,6,0.226,0.333,86,149,,,,,,,,,,"Hey, it's Mini Donkey!  Another guy that technically isn't that old compared to the rest of this tier.  He'll only be 30 years old this year.  Oh, crap, I used to think 30 years old was old.  DAH, I'M GETTING OLD!"
319,Adam Dunn,CHA,1B,1B,1B,1B,185,563,474.892466,82,35,95,1,0.212,0.337,101,190,,,,,,,,,,"The reason why I'm not saying much about these guys is because if you don't know about the guys in this tier by now, I can't help you.  Now get off my lawn!"
4599,Nick Swisher,CLE,"1B,OF","1B,OF",OF,OF,186,563,483.5946822,72,24,85,2,0.261,0.358,126,202,,,,,,,,,,Swisher started shaping his sideburns before Luke Perry.  Should give you an idea how long this guy's been around.  
1935,Kevin Youkilis,NYA,"1B,3B","1B,3B",3B,3B,187,253,214.9632404,74,20,88,,0.259,0.351,56,89,,,,,,,,,,"When he signed with the Yankees, I said this, ""Youk to the Yanks.  Or as The NY Post should've called it, _O, Yuk.Ó  The 3rd base free agent market looks like one of those Day-After Christmas Sales when the sales girl says, _Um, yeah, I think we have mittens€Have you tried under that giant pile of picked-through clothes?Ó  And Youk is a set of mismatched mittens under the picked-through clothes.""  And that's me quoting me! "
548,Lance Berkman,TEX,1B,1B,1B,1B,188,461,388.7897716,64,19,77,3,0.279,0.383,108,176,,,,,,,,,,You know you belong in the Cougar Love tier when your player page picture has you with gray hairs coming through your beard.
1737,Justin Morneau,MIN,1B,1B,1B,1B,189,564,500.269084,70,24,78,1,0.265,0.342,133,193,,,,,,,,,,"Hey, it's Grandpa Simpson playing 1st base!   ""I got a funny story about that.  Well, it's not so much funny as it is long."""
5933,Jean Segura,MIL,SS,SS,SS,SS,190,529,491.8880991,75,5,50,32,0.282,0.293,139,155,,,,,,,,,,"I already went over my <a href=""http://razzball.com/jean-segura-2013-fantasy-sleeper/"">Jean Segura 2013 fantasy</a>.  I wrote it while on a Subway train trying to not make eye contact with anyone."
7462,Trevor Plouffe,MIN,3B,"3B,OF",3B,3B,191,435,396.9175409,65,22,72,2,0.244,0.295,97,128,,,,,,,,,,"Let's say that Plouffe had a good year in 2012.  I'm not saying that, but let's say it.  His line was 56/24/55/.235/1.  An off year by Ryan Ludwick just called and pfft'd.  When Ryan Ludwick's off year is pfft'ing that's an issue.  ""I don't know why this is about me,"" Ryan Ludwick's Off Year.  There was a reason why Plouffe came out of nowhere last year.  In four years at Triple-A -- yes, I said four -- he put up around a .260 average.  The Twins didn't exactly have Mike Schmidt diddling himself at 3rd during this time, blocking Plouffe.  He just looked like a Quad-A guy with some power.  Plouffe still looks like that.  Sorry, I'm not trying to blow up his spot.  He can do that himself.  Plouffe goes the dynamite!"
4881,Carlos Gomez,MIL,OF,OF,OF,OF,192,543,493.3263847,79,15,52,25,0.243,0.3,120,163,,,,,,,,,,"This is a new tier.  This tier goes from here until Span.  I call this tier, ""In theory, these guys seem like a good idea to draft, but you'll probably regret it.""  What I mean by the tier title is these guys will be drafted and you're gonna be like, ""Yo, Grey, I agree with your <a href=""http://www.jibjab.com/view/jTqIFtUbTbO7kB1wgGLT0A?utm_campaign=URL+Copy&amp;utm_medium=Share&amp;utm_source=JibJab&amp;cmpid=jj_url"" target=""_blank"">fly dance moves</a>, and I've never found another straight man as attractive as you before, but I just don't understand why I'd regret drafting Carlos Gomez.  I mean, I'll take a 15+ homer, 35+ steal guy every day of the week and twice on Muesday.""  Cut to May and Gomez is hitting .190 and you wonder if it's too late to start playing fantasy basketball or too early to start your fantasy football prep.  I like Gomez, and might draft him myself, but I'll also keep in mind that I might drop him by mid-April.  In his breakout in 2012, he still had the pre-All-Star break numbers of 26/5/18/.233/11.  If you get to July with those numbers again this year, you're probably going to lose your league or just drop Gomez.  His 2nd half was great --&gt; 14 homers, 26 steals and a .278 average, but since he came up in 2007 that would've been his best year, not just his best half."
1327,Jayson Werth,WAS,OF,OF,OF,OF,193,569,490.9401293,87,19,70,12,0.259,0.354,127,201,,,,,,,,,,"I don't think we're ever going to see 30+ homers again from him unless he's traded in April to Coors.  Also, for him to hit .300 again, as he did last year in his abbreviated 81-game season, he'll need to be lucky with his BABIP.  So, he's only good for around 20 homers, 15 steals and a .260 average, but there's value there.  Just depends what that is Werth to you.  Hahahahahahaha!  Breathe, Grey, breathe!  *exhaling*  Phew, lost it there for a second."
8223,Brett Anderson,OAK,SP,SP,SP,SP,194,,,,,,,,,,,140,9,7,3.49,1.18,110,,54.18225,164.8755,"Nice for ratio stabilization.  Not so nice for Ks.  No wonder I can't build excitement for this tier that I supposedly like.  None of these guys rack up the Ks.  Duh.  Should've known that, especially since I'm the one writing this shizz.  "
6249,Trevor Cahill,ARI,SP,SP,SP,SP,195,,,,,,,,,,,194,14,11,3.67,1.28,162,,79.024275,248.0544,"Going to the Diamondbacks, he upped his K-rate and lowered his walk rate.  It didn't hurt that he faced the Padres for 30 2/3 IP last year.  That's like when the kid on your Little League who sucks pitches against only the really terrible teams so he thinks he's good.  In other words, setting the Diamondbacks' rotation was Cahill's dad.  Aw, I'm Cust playin'.  Cahill's not that bad.   He's about average.  Cahill's mom made me write that.  "
8027,Adam Lind,TOR,1B,1B,1B,1B,196,440,401.6194003,61,24,73,1,0.254,0.319,,140,,,,,,,,,,"Well, I'm not going to predict MVP consideration this year for Lind._ I won't even mention that I predicted that last year._ Doh!_"
1011,Ryan Vogelsong,SF,SP,SP,SP,SP,197,,,,,,,,,,,171,13,8,3.65,1.25,160,,69.36987484,213.8112581,"He seems to be beat his xFIP every year.  It must be something in the San Fran air.  Literally.  Fly balls that don't leave the park.  To be exact.  He is the epitome of this tier since it's hard to excited about him, which is ironic since he can help strengthen a staff."
1286,Michael Young,PHI,"1B,3B","1B,2B,3B",3B,2B,198,558,514.0267974,76,7,70,2,0.272,0.33,140,184,,,,,,,,,,"When he went to the Phils, I said this, ""Ironically, the Young move makes it seem like the Phillies are trying to get older.  We'll call them the Out of Gas Gang.  _Yo, Utley, did you do my TV Guide crossword?Ó  _Sorry, I was just gonna fill in ¥Tool Time' and one thing led to another.Ó  Charlie Manuel received the Young news enthusiastically.  At least, we think it was enthusiastic, no one's 100% sure what he said.  One thing that Young gives that can't be said for the rest of the aging Phils, he stays healthy.  Only once in the last 11 years has he failed to reach 600 plate appearances.  Unfortunately, he's on the downward slope of his career.  Now, if he passes ten homers and .300, it would be seen as a pleasant surprise.""  And that's me quoting me!"
494,Fernando Rodney,TB,RP,RP,RP,RP,199,,,,,,,,,,,63,4,5,3.64,1.31,32,,25.58728421,82.87749474,0
6483,Steve Cishek,MIA,RP,RP,RP,RP,200,,,,,,,,,,,60,2,5,2.89,1.19,62,22,19.3392,71.6688,0
3656,Jim Johnson,BAL,RP,RP,RP,RP,201,,,,,,,,,,,62,4,5,3.39,1.22,44,38,23.44543099,75.93829859,0
1795,J.J. Putz,ARI,RP,RP,RP,RP,202,,,,,,,,,,,62,3,2,3.12,1.07,54,30,21.32109474,65.80837895,0
934,Carlos Pena,HOU,1B,1B,1B,1B,203,538,447.9901587,64,24,83,2,0.211,0.333,95,179,,,,,,,,,,"When he signed, I said this, ""Will be the Astros DH.  Finally, the Astros figured out how to end their rallies!  Phew, before this signing, I thought the Astros might bat around in the 1st inning of the 1st game of the season and keep batting around for the next six months never getting through one game.""  And that's me quoting me!_"
1945,Corey Hart,MIL,"1B,OF","1B,OF",OF,OF,204,350,315.0659181,54,18,64,2,0.277,0.325,87,114,,,,,,,,,,"Out until mid-June at the earliest and mid-whenever at the latest. With Corey HartÕs absence, no word yet who will replace him as the opening act for Flock of Seagulls. Fingers crossed for Kajagoogoo."
10698,Mike Olt,TEX,3B,3B,3B,3B,205,265,238.4774018,28,16,44,1,0.245,0.311,58,82,,,,,,,,,,"Thank my Beejujubees we are out of that last tier!  Finally, some exciting names.  This tier goes from here until Yonder.  I call this tier, ÒYou might end dropping one of these guys by April 15th, but at least youÕre trying for upside.  CanÕt we all try a little?Ó  I already went over my Mike Olt 2013 fantasy.  There were seven typos.  A record best!  I ranked him above the other guys in this tier even though his projections say different because Olt has the most upside, and this late you want upside. "
1274,Alex Rodriguez,NYA,3B,3B,3B,3B,206,322,280.687509,40,13,44,6,0.263,0.34,74,109,,,,,,,,,,"When it was announced A-Rod had ""granny hip,"" I went over my <a href=""http://razzball.com/a-rod-is-so-unhip/"">Alex Rodriguez 2013 fantasy</a>."
755,Johan Santana,NYN,SP,SP,SP,SP,207,,,,,,,,,,,135,10,8,3.75,1.29,154,,56.41071429,174.6475714,"This is a new tier.  This tier goes from here until McCarthy.  I call this tier, ""If you stay seated while you flush an airplane toilet, the pressure will suck out forty feet of your colon and your colon will be hanging out of the airplane at 30,000 feet.""  What I mean by the tier name is these guys may make you feel comfortable for a moment after your draft, but they're gonna do more harm than they're worth.  After putting a slew of players I liked in the top 52, we were due for a huge tier of players I'm not drafting.  Most are just older pitchers.  Some are injured.  Some are just whatever.  Either way, this is a tier to skip.  On June 1st of 2012, the ghosts of Ralph Kiner, Casey Stengal and Ed Kranepool all stood on a cloud above Citi Field and used their mystical powers to let Santana go H.A.M.  Then Kiner, Stengal and Kranepool's ghosts started arguing about Ike Davis's BABIP and ignored the rest of Santana's season.  Not to mention, two of those people aren't even dead (as of this writing, but Kiner's not setting appointments too far in the future on his iCal, if you get my drift).  Johan's fastball is down to 88 MPH and he couldn't finish 2012 due to injury after missing all of 2011.  You'll probably get glimpses of usable Johan in 2013, so if your league has a Glimpses category, go all in."
9129,Tommy Hanson,LAA,SP,SP,SP,SP,208,,,,,,,,,,,157,12,10,3.87,1.3,169,,67.71985665,204.7344503,"Should be fun to watch the Angels win those 10-8 games.  I'll go ahead out of a very sturdy limb and say the Angels will be on the market for a starter come July 31st.  I already went over my <a href=""http://razzball.com/braves-find-angel-investor-for-tommy-boys-salary/"">Tommy Hanson 2013 fantasy</a>.  Not one mention of Hommy Tanson there, but there is a Heyward Jablome."
517,Ryan Dempster,BOS,SP,SP,SP,SP,209,,,,,,,,,,,173,13,10,3.9,1.31,188,,75.03627857,226.8404421,"Here's what I said when he signed in the offseason, ""This is such a recent Red Sox-type move.  John Lackey takes offense to that comment, and all AL teams take offense to Fenway.  Last year, Dempster was the same pitcher for the Cubs as he was for the Rangers.  Unless he and Matt Garza visited an old Asian man and made a wish to switch bodies.  In Chicago, Dempster was the good kind of lucky to have a 2.25 ERA in 104 IP.  In Texas, he was the bad kind of lucky to have a 5.09 ERA in 69 IP.  Last year in Great American, his BABIP was .143; in Wrigley it was .240; in Miller Park it was .143.  Then in the AL, his BABIP in Arlington was .361; .400 in Anaheim and .500 in Oakland.  That's why he was terrible in Texas last year.  His K-rate actually went up in the 2nd half of the year.  None of this is meant to say Dempster is going to be terrific in Bahston.  He's just not going to be terrible, either.  Hold on, someone's knocking on my door.  ÓHello?Ó  ÓJust say Dempster's an average pitcher with better-than-average Ks and move on!Ó  Oh-kay€.""  And that's me quoting me!"
3580,C.J. Wilson,LAA,SP,SP,SP,SP,210,,,,,,,,,,,184,12,8,3.97,1.33,160,,81.30033625,245.1297292,He's on track to be healthy for Spring Training after undergoing left elbow surgery.  I can't think of any pitchers who have ever had a set back following elbow surgery because I tend to forget about them for a full year until they are actually healthy again. 
4371,Jeremy Hellickson,TB,SP,SP,SP,SP,212,,,,,,,,,,,177,9,10,3.78,1.27,138,,74.35630684,224.8393088,"If Cueto is a poor man's Cain, then Hellickson is Cueto right after investing his life savings in copper engravings of Abraham Lincoln.  Hellickson doesn't get Ks or groundballs and pitches in a poor division."
4662,Brandon McCarthy,ARI,SP,SP,SP,SP,213,,,,,,,,,,,173,10,7,3.64,1.2,117,,69.89892,207.3924,"Here's what I said this offseason about McCarthy, ""After being had for Jarrod Parker, the Diamondbacks are trying to exact some sort of revenge by signing ex-A's pitcher, McCarthy.  I bet he can't wait until the series in June when he can get the Reds, if only Trumbo was traded there.  McCarthy moves to an easier division, but a worse park.  Push.  He has the ability to help with ratios, but hurt in Ks.  Kick, Push, Coast€ From 2011 to 2012, he walked more guys, struck out fewer, had an ERA almost a full run lower than his xFIP and was much worse at causing ground balls.  Pushing ahead, he's an injury-prone, fantasy number three to four."" And that's me quoting me!"
